name,is_business,license_number,type,company,city,state,zip,county,licensed_since,expires,disciplined
Goldberg And Perl Inc Realtors,True,478005517,LICENSED REAL ESTATE BROKER CORPORATION,National Goldberg & Perl,Chicago,IL,60614,Cook,02/20/1987,10/31/2026,N
Barr Re Inc,True,478005702,LICENSED REAL ESTATE BROKER CORPORATION,Barr Re Inc,Champaign,IL,61824,Champaign,10/17/1987,10/31/2026,N
Jasco Realty Inc,True,478005739,LICENSED REAL ESTATE BROKER CORPORATION,Jasco Realty Inc,Northbrook,IL,60062,Cook,10/31/1987,10/31/2026,N
Maximum Action Inc,True,478005767,LICENSED REAL ESTATE BROKER CORPORATION,Re/Max Action,Lisle,IL,60532,Dupage,12/09/1987,10/31/2026,N
Allen Real Estate Inc,True,478005854,LICENSED REAL ESTATE BROKER CORPORATION,Coldwell Banker Allen & Geary Real Estate,Centralia,IL,62801,Marion,02/12/1988,10/31/2026,N
A & E Magnum Realty Ltd,True,478005992,LICENSED REAL ESTATE BROKER CORPORATION,A & E Magnum Realty Ltd,Bartlett,IL,60103,Dupage,06/11/1988,10/31/2026,N
Jasper County Realty Brokers Inc,True,478006086,LICENSED REAL ESTATE BROKER CORPORATION,Jasper County Realty,Newton,IL,62448,Jasper,09/10/1988,10/31/2026,N
Root Realty Inc,True,478006098,LICENSED REAL ESTATE BROKER CORPORATION,Root Realty Inc,Chicago,IL,60618,Cook,09/22/1988,10/31/2026,N
Sloan Enterprises Inc,True,478006313,LICENSED REAL ESTATE BROKER CORPORATION,Sloan Enterprises Inc,Orland Park,IL,60462,Cook,04/09/1989,10/31/2026,N
Judd Lofchie & Associates Inc,True,478006318,LICENSED REAL ESTATE BROKER CORPORATION,Judd Lofchie & Associates Inc,Aurora,IL,60506,Kane,08/01/1989,10/31/2026,N
Maloof Commercial Real Estate Co,True,478006542,LICENSED REAL ESTATE BROKER CORPORATION,Maloof Commercial Real Estate Co,Peoria,IL,61614,Peoria,11/18/1989,10/31/2026,N
Baria Realty Inc,True,478006609,LICENSED REAL ESTATE BROKER CORPORATION,Baria Realty Inc,Bloomingdale,IL,60108,Dupage,01/12/1990,10/31/2026,N
Robin Realty & Management Company,True,478006627,LICENSED REAL ESTATE BROKER CORPORATION,Robin Realty & Management Company,Chicago,IL,60610,Cook,01/24/1990,10/31/2026,N
L J Sheridan & Co,True,478000190,LICENSED REAL ESTATE BROKER CORPORATION,L J Sheridan & Co,Chicago,IL,60607,Cook,03/31/1996,10/31/2026,N
John Haderlein & Son Inc,True,478000623,LICENSED REAL ESTATE BROKER CORPORATION,John Haderlein & Son Inc,Chicago,IL,60657,Cook,03/31/1996,10/31/2026,N
Owens Bros Realty Inc,True,478001136,LICENSED REAL ESTATE BROKER CORPORATION,Owens Bros Realty Inc,Chicago,IL,60628,Cook,03/31/1996,10/31/2026,N
Landmark Re,True,478001902,LICENSED REAL ESTATE BROKER CORPORATION,Landmark Re,Champaign,IL,61820,Champaign,01/14/1975,10/31/2026,N
Signature Management Group Inc,True,478002091,LICENSED REAL ESTATE BROKER CORPORATION,Red Seal Realty,Northbrook,IL,60062,Cook,11/07/1975,10/31/2026,N
Wald Management Co,True,478002222,LICENSED REAL ESTATE BROKER CORPORATION,Wald Management Co,Chicago,IL,60618,Cook,06/25/1976,10/31/2026,N
Rossi Rlty Inc,True,478002887,LICENSED REAL ESTATE BROKER CORPORATION,Rossi Rlty Inc,Oak Lawn,IL,60453,Cook,01/10/1979,10/31/2026,N
"Bruce Realty, Inc.",True,478003315,LICENSED REAL ESTATE BROKER CORPORATION,Premier Commercial Realty,Lake In The Hills,IL,60156,Mchenry,02/28/1980,10/31/2026,N
Tri-Taylor Realty And Management Inc,True,478011002,LICENSED REAL ESTATE BROKER CORPORATION,Tri-Taylor Realty And Management Inc,Chicago,IL,60612,Cook,03/23/2004,10/31/2026,N
Myslicki Real Estate Inc,True,478011034,LICENSED REAL ESTATE BROKER CORPORATION,Myslicki Real Estate Inc,La Grange,IL,60525,,04/06/2004,10/31/2026,N
Mc Realty Group Inc,True,478011180,LICENSED REAL ESTATE BROKER CORPORATION,Mc Realty Group Inc,Glenview,IL,60025,Cook,07/12/2004,10/31/2026,N
Rm Realty Group Incorporated,True,478011217,LICENSED REAL ESTATE BROKER CORPORATION,Rm Realty Group Incorporated,Schaumburg,IL,60173,Cook,07/22/2004,10/31/2026,N
Starting Point Realty Inc,True,478011257,LICENSED REAL ESTATE BROKER CORPORATION,Starting Point Realty Inc,Schaumburg,IL,60173,Cook,08/11/2004,10/31/2026,N
Falgoon Realty Ltd,True,478011334,LICENSED REAL ESTATE BROKER CORPORATION,"Silversky Realty, Ltd.",Bloomingdale,IL,60108,Dupage,10/07/2004,10/31/2026,N
Argianas & Associates Inc,True,478011336,LICENSED REAL ESTATE BROKER CORPORATION,Argianas & Associates Inc,Downers Grove,IL,60515,Dupage,10/08/2004,10/31/2026,N
Christone Enterprises Inc,True,478011339,LICENSED REAL ESTATE BROKER CORPORATION,Christone Enterprises Inc,O Fallon,IL,62269,Saint Clair,10/12/2004,10/31/2026,N
Holdren & Assoc Inc,True,478011420,LICENSED REAL ESTATE BROKER CORPORATION,Holdren & Assoc Inc,Champaign,IL,61822,Champaign,12/14/2004,10/31/2026,N
Humpal Realtors Inc,True,478003692,LICENSED REAL ESTATE BROKER CORPORATION,Re/Max Property Source,Rockford,IL,61114,Winnebago,07/08/1981,10/31/2026,N
Brown Commercial Group Inc,True,478011433,LICENSED REAL ESTATE BROKER CORPORATION,Brown Commercial Group Inc,Elk Grove Village,IL,60007,Cook,12/27/2004,10/31/2026,N
Millco  Investments Company,True,478011446,LICENSED REAL ESTATE BROKER CORPORATION,Millco  Investments Company,Skokie,IL,60077,Cook,01/13/2005,10/31/2026,N
"Kwp Real Estate, Ltd",True,478003724,LICENSED REAL ESTATE BROKER CORPORATION,Kennedy Wilson Properties,Chicago,IL,60606,Cook,09/03/1981,10/31/2026,N
Winnetka Realty Inc,True,478011458,LICENSED REAL ESTATE BROKER CORPORATION,Winnetka Realty Inc,Bannockburn,IL,60015,Lake,01/13/2005,10/31/2026,N
King Investment Group Inc,True,478011466,LICENSED REAL ESTATE BROKER CORPORATION,King Investment Group Inc,Chicago,IL,60629,Cook,01/26/2005,10/31/2026,N
Home Finders Usa Inc,True,478011574,LICENSED REAL ESTATE BROKER CORPORATION,Home Finders Usa Inc,Oak Lawn,IL,60453,Cook,03/29/2005,10/31/2026,N
Elite Real Estate Services Inc,True,478011585,LICENSED REAL ESTATE BROKER CORPORATION,Elite Real Estate Services Inc,Highland Park,IL,60035,Lake,04/05/2005,10/31/2026,N
Mid Northern Mgmnt Inc,True,478003932,LICENSED REAL ESTATE BROKER CORPORATION,Mid Northern Mgmnt Inc,Rockford,IL,61108,Winnebago,07/01/1982,10/31/2026,N
Continuum Real Estate Brokers Corp,True,478011734,LICENSED REAL ESTATE BROKER CORPORATION,Continuum Brokers,Chicago,IL,60622,Cook,06/15/2005,10/31/2026,N
New Millenium Properties Group,True,478011796,LICENSED REAL ESTATE BROKER CORPORATION,New Millenium Properties Group,Chicago,IL,60657,Cook,07/26/2005,10/31/2026,N
Useini Realty Group Inc,True,478011873,LICENSED REAL ESTATE BROKER CORPORATION,Useini Realty Group Inc,Countryside,IL,60525,Cook,09/23/2005,10/31/2026,N
Blue Roan Incorporated Realtors,True,478011912,LICENSED REAL ESTATE BROKER CORPORATION,Blue Roan Incorporated Realtors,Quincy,IL,62301,Adams,10/27/2005,10/31/2026,N
Class Act Realty Ltd,True,478011928,LICENSED REAL ESTATE BROKER CORPORATION,Class Act Realty Ltd,Normal,IL,61761,Mclean,10/30/2005,10/31/2026,N
Bogs Management Inc,True,478012783,LICENSED REAL ESTATE BROKER CORPORATION,Bogs Management Inc,Lansing,IL,60438,,03/19/2007,10/31/2026,N
Dean Topping And Co,True,478004454,LICENSED REAL ESTATE BROKER CORPORATION,Dean Topping And Co,Chicago,IL,60607,Cook,08/02/1984,10/31/2026,N
Mayorga Realty Inc,True,478012797,LICENSED REAL ESTATE BROKER CORPORATION,Mayorga Realty Inc,Chicago,IL,60629,Cook,03/23/2007,10/31/2026,N
Hughes Real Estate Inc,True,478004464,LICENSED REAL ESTATE BROKER CORPORATION,Hughes Richardson Realty Inc,Champaign,IL,61826,Champaign,08/24/1984,10/31/2026,N
Farnsworth-Hill Inc,True,478004495,LICENSED REAL ESTATE BROKER CORPORATION,Farnsworth-Hill Inc,Evanston,IL,60201,Cook,09/21/1984,10/31/2026,N
Genex Realty Inc,True,478012850,LICENSED REAL ESTATE BROKER CORPORATION,Genex Realty Inc,Bloomingdale,IL,60108,Dupage,05/01/2007,10/31/2026,N
Gold Key Realty Corp,True,478012081,LICENSED REAL ESTATE BROKER CORPORATION,Gold Key Realty Corp,Gilman,IL,60938,Iroquois,01/24/2006,10/31/2026,N
Murray Properties Inc,True,478012092,LICENSED REAL ESTATE BROKER CORPORATION,Murray Commercial,St Charles,IL,60174,Kane,01/27/2006,10/31/2026,N
Goodland Realty Inc,True,478012955,LICENSED REAL ESTATE BROKER CORPORATION,Goodland Realty Inc,Chicago,IL,60608,Cook,08/02/2007,10/31/2026,N
Schwab Advisory Services Inc,True,478012956,LICENSED REAL ESTATE BROKER CORPORATION,Schwab Realty & Development,Arlington Heights,IL,60004,Cook,08/02/2007,10/31/2026,N
J & A Professional Services,True,478012169,LICENSED REAL ESTATE BROKER CORPORATION,Nigo Realty,Downers Grove,IL,60516,Dupage,03/08/2006,10/31/2026,N
Concentric Realty Inc,True,478012172,LICENSED REAL ESTATE BROKER CORPORATION,Concentric Realty Inc,Naperville,IL,60563,Dupage,03/10/2006,10/31/2026,N
Baird & Warner Ref Assoc Network,True,478004914,LICENSED REAL ESTATE BROKER CORPORATION,Associates Referral Services Inc,Chicago,IL,60603,,03/06/1985,10/31/2026,N
Midwest Commercial Realty Inc,True,478012182,LICENSED REAL ESTATE BROKER CORPORATION,Midwest Commercial Realty Inc,Oak Brook,IL,60523,Dupage,03/13/2006,10/31/2026,N
Picket Fence Realty Ltd,True,478012997,LICENSED REAL ESTATE BROKER CORPORATION,Picket Fence Realty Ltd,Arlington Heights,IL,60005,Cook,08/29/2007,10/31/2026,N
Terra Nova Realty Group Corporation,True,478012189,LICENSED REAL ESTATE BROKER CORPORATION,Terra Nova Realty Group Corporation,Niles,IL,60714,,03/14/2006,10/31/2026,N
M R Check Property Services,True,478012191,LICENSED REAL ESTATE BROKER CORPORATION,M R Check Property Services,Chicago,IL,60618,Cook,03/15/2006,10/31/2026,N
Bridge Street Realty Inc,True,478012193,LICENSED REAL ESTATE BROKER CORPORATION,Bridge Street Realty Inc,Naperville,IL,60540,Dupage,03/15/2006,10/31/2026,N
Realty Group Marino Inc,True,478012194,LICENSED REAL ESTATE BROKER CORPORATION,Realty Group Marino Inc,Bartlett,IL,60103,Cook,03/15/2006,10/31/2026,N
B Rosenthal Realty Ltd,True,478013048,LICENSED REAL ESTATE BROKER CORPORATION,B Rosenthal Realty Ltd,South Barrington,IL,60010,Lake,10/03/2007,10/31/2026,N
North Shore Apartments And Condos Inc,True,478013074,LICENSED REAL ESTATE BROKER CORPORATION,North Shore Apartments And Condos Inc,Evanston,IL,60202,Cook,10/26/2007,10/31/2026,N
Us America Realty Inc,True,478013077,LICENSED REAL ESTATE BROKER CORPORATION,Us America Realty Inc,Hanover Park,IL,60133,Cook,10/26/2007,10/31/2026,N
S Group Investments Inc,True,478012223,LICENSED REAL ESTATE BROKER CORPORATION,S Group Investments Inc,Alsip,IL,60803,Cook,03/28/2006,10/31/2026,N
Millennium Park Living Inc,True,478013080,LICENSED REAL ESTATE BROKER CORPORATION,Millennium Park Living Inc,Chicago,IL,60601,Cook,10/30/2007,10/31/2026,N
Power House Realty Inc,True,478013091,LICENSED REAL ESTATE BROKER CORPORATION,Power House Realty Inc,Des Plaines,IL,60018,Cook,11/05/2007,10/31/2026,N
Regal Real Estate Ltd,True,478012262,LICENSED REAL ESTATE BROKER CORPORATION,Regal Real Estate Ltd,Plainfield,IL,60544,Will,04/12/2006,10/31/2026,N
Midwest Land Of Kane County Ltd,True,478013101,LICENSED REAL ESTATE BROKER CORPORATION,Midwest Land Of Kane County Ltd,Elgin,IL,60124,Kane,11/27/2007,10/31/2026,N
Reflective Realty Inc,True,478013161,LICENSED REAL ESTATE BROKER CORPORATION,Reflective Realty Inc,Chicago,IL,60602,,01/10/2008,10/31/2026,N
Tammy Mitchell Hines & Co,True,478013163,LICENSED REAL ESTATE BROKER CORPORATION,Tammy Mitchell Hines & Co,Columbia,IL,62236,Monroe,01/10/2008,10/31/2026,N
Home Zone Realty Inc,True,478012356,LICENSED REAL ESTATE BROKER CORPORATION,Home Zone Realty Inc,Sycamore,IL,60178,Dekalb,06/05/2006,10/31/2026,N
Referral Alliance Inc,True,478013176,LICENSED REAL ESTATE BROKER CORPORATION,Referral Alliance Inc,Steger,IL,60475,Will,01/24/2008,10/31/2026,N
Equity Realty Partners Inc,True,478012383,LICENSED REAL ESTATE BROKER CORPORATION,Equity Realty Partners Inc,Elmhurst,IL,60126,Dupage,06/21/2006,10/31/2026,N
Kues Bros Realty Ltd,True,478012388,LICENSED REAL ESTATE BROKER CORPORATION,Kues Bros Realty Ltd,Aviston,IL,62216,Clinton,06/22/2006,10/31/2026,N
Golden Enterprise Realty Inc,True,478012402,LICENSED REAL ESTATE BROKER CORPORATION,Golden Enterprise Realty Inc,Chicago,IL,60629,Cook,07/06/2006,10/31/2026,N
Dwellings Real Estate Inc,True,478025079,LICENSED REAL ESTATE BROKER CORPORATION,Dwellings Real Estate Inc,Chicago,IL,60646,Cook,04/30/2008,10/31/2026,N
Tri-United Realty Ltd,True,478012432,LICENSED REAL ESTATE BROKER CORPORATION,Tri-United Realty Ltd,Skokie,IL,60076,Cook,07/25/2006,10/31/2026,N
Gmc Realty Ltd,True,478025096,LICENSED REAL ESTATE BROKER CORPORATION,Gmc Realty Ltd,Bloomingdale,IL,60108,Dupage,05/20/2008,10/31/2026,N
Royal Kingdom Realty Inc,True,478025098,LICENSED REAL ESTATE BROKER CORPORATION,Royal Kingdom Realty Inc,Chicago,IL,60615,Cook,05/21/2008,10/31/2026,N
Fulton Property Solutions Inc,True,478025116,LICENSED REAL ESTATE BROKER CORPORATION,Basis Real Estate Group,Olympia Fields,IL,60461,Cook,06/02/2008,10/31/2026,N
Samesosa Realty Inc,True,478025122,LICENSED REAL ESTATE BROKER CORPORATION,Samesosa Realty Inc,Chicago,IL,60619,Cook,06/04/2008,10/31/2026,N
"Indvestia Real Estate  Partners, Inc.",True,478012484,LICENSED REAL ESTATE BROKER CORPORATION,"Indvestia Real Estate  Partners, Inc.",Downers Grove,IL,60515,Dupage,08/30/2006,10/31/2026,N
Buy Homes America Inc,True,478025148,LICENSED REAL ESTATE BROKER CORPORATION,Buy Homes America Inc,Morton Grove,IL,60053,Cook,07/02/2008,10/31/2026,N
Erickson & Associates,True,478005258,LICENSED REAL ESTATE BROKER CORPORATION,Erickson & Associates,Loves Park,IL,61111,Winnebago,04/21/1986,10/31/2026,N
Montgomery County Realty Inc,True,478025162,LICENSED REAL ESTATE BROKER CORPORATION,Mcr Realty Professionals Inc,Hillsboro,IL,62049,Montgomery,07/28/2008,10/31/2026,N
East Lake Management Group Inc,True,478012513,LICENSED REAL ESTATE BROKER CORPORATION,East Lake Management Group Inc,Chicago,IL,60616,Cook,09/21/2006,10/31/2026,N
Web Video Realty Inc,True,478025175,LICENSED REAL ESTATE BROKER CORPORATION,Web Video Realty Inc,Braidwood,IL,60408,Will,08/06/2008,10/31/2026,N
The Apartment People Ltd,True,478005314,LICENSED REAL ESTATE BROKER CORPORATION,Ap Realty Chicago,Chicago,IL,60618,Cook,06/25/1986,10/31/2026,N
Simplistic Property Mgmt & Re Consultants,True,478025187,LICENSED REAL ESTATE BROKER CORPORATION,Simplistic Properties,Oak Park,IL,60302,Cook,08/20/2008,10/31/2026,N
Joseph Klischuk & Assoc Inc,True,478005345,LICENSED REAL ESTATE BROKER CORPORATION,Orland Park Realtors,Orland Park,IL,60462,Cook,08/07/1986,10/31/2026,N
C U Property Management Inc,True,478012607,LICENSED REAL ESTATE BROKER CORPORATION,Real Estate Resource Home Sales,Orland Park,IL,60467,Cook,11/20/2006,10/31/2026,N
Dimensions Management Inc,True,478005365,LICENSED REAL ESTATE BROKER CORPORATION,Dimensions Management Inc,Chicago,IL,60614,Cook,09/05/1986,10/31/2026,N
Dimel Realty Inc,True,478025239,LICENSED REAL ESTATE BROKER CORPORATION,Dimel Realty Inc,Skokie,IL,60077,Cook,10/30/2008,10/31/2026,N
Bravo Realty Inc,True,478025262,LICENSED REAL ESTATE BROKER CORPORATION,Bravo Realty Inc,Addison,IL,60101,Dupage,12/09/2008,10/31/2026,N
George Vlasis Realtors Inc,True,478005390,LICENSED REAL ESTATE BROKER CORPORATION,"George Vlasis Realtors, Inc.",Oak Lawn,IL,60453,,10/09/1986,10/31/2026,N
Sdi Realty Corp,True,478025286,LICENSED REAL ESTATE BROKER CORPORATION,Sdi Realty Corp,Des Plaines,IL,60018,,01/07/2009,10/31/2026,N
Voigtlander Management Inc,True,478025287,LICENSED REAL ESTATE BROKER CORPORATION,Voigtlander Management Inc,Urbana,IL,61801,Champaign,01/08/2009,10/31/2026,N
1Stop4Homes Inc,True,478012695,LICENSED REAL ESTATE BROKER CORPORATION,1Stop4Homes Inc,Downers Grove,IL,60516,Dupage,01/29/2007,10/31/2026,N
Schrof Companies Inc,True,478025288,LICENSED REAL ESTATE BROKER CORPORATION,Schrof Companies Inc,Bloomington,IL,61704,Mclean,01/09/2009,10/31/2026,N
Upscale Realty Management Inc,True,478025319,LICENSED REAL ESTATE BROKER CORPORATION,Upscale Realty Management Inc,Chicago Heights,IL,60411,Cook,02/20/2009,10/31/2026,N
Ilrealty Inc,True,478025326,LICENSED REAL ESTATE BROKER CORPORATION,Ilrealty In Kurchina & Associates,Mchenry,IL,60050,,02/26/2009,10/31/2026,N
Dream Real Estate Inc,True,478012753,LICENSED REAL ESTATE BROKER CORPORATION,Dream Team Property Management,Mchenry,IL,60050,Mchenry,03/02/2007,10/31/2026,N
Park Place Properties Inc,True,478012767,LICENSED REAL ESTATE BROKER CORPORATION,Park Place Properties Inc,Chicago,IL,60614,Cook,03/12/2007,10/31/2026,N
Easis Inc,True,478025335,LICENSED REAL ESTATE BROKER CORPORATION,American Real Property Consulting,Mount Prospect,IL,60056,Cook,03/10/2009,10/31/2026,N
Latko Premier Properties Ltd,True,478012777,LICENSED REAL ESTATE BROKER CORPORATION,Latko Premier Properties Ltd,Frankfort,IL,60423,Will,03/19/2007,10/31/2026,N
Vision Realty International Inc,True,478025424,LICENSED REAL ESTATE BROKER CORPORATION,Vision Realty International Inc,Naperville,IL,60540,Dupage,06/18/2009,10/31/2026,N
A & G Realty Inc,True,478012839,LICENSED REAL ESTATE BROKER CORPORATION,A & G Realty Inc,Melrose Park,IL,60164,Cook,04/17/2007,10/31/2026,N
Real Estate Properties Management,True,478025450,LICENSED REAL ESTATE BROKER CORPORATION,Real Estate Properties Management,Chicago,IL,60610,Cook,07/14/2009,10/31/2026,N
State Realty Property Management Company,True,478025483,LICENSED REAL ESTATE BROKER CORPORATION,State Realty Property Management Company,Fairview Heights,IL,62208,Saint Clair,09/04/2009,10/31/2026,N
Gary Meyers Realty Inc,True,478012913,LICENSED REAL ESTATE BROKER CORPORATION,Commercial Corp Finance,Bannockburn,IL,60015,Lake,07/03/2007,10/31/2026,N
Affordable Realty Of Chicago Inc,True,478012940,LICENSED REAL ESTATE BROKER CORPORATION,Affordable Realty Of Chicago Inc,University Park,IL,60484,Will,07/27/2007,10/31/2026,N
Oac Management Co,True,478012943,LICENSED REAL ESTATE BROKER CORPORATION,Oac Management Co,Chicago,IL,60638,Cook,07/29/2007,10/31/2026,N
Nabla Realty Inc,True,478012957,LICENSED REAL ESTATE BROKER CORPORATION,Nabla Realty Inc,Glenview,IL,60025,Cook,08/02/2007,10/31/2026,N
Greystone Properties Inc,True,478025528,LICENSED REAL ESTATE BROKER CORPORATION,Greystone Properties Inc,Chicago,IL,60622,,10/30/2009,10/31/2026,N
Kna Realty Inc,True,478025539,LICENSED REAL ESTATE BROKER CORPORATION,Kna Realty Inc,Des Plaines,IL,60016,Cook,11/04/2009,10/31/2026,N
Boardwalk Real Estate Ltd,True,478025551,LICENSED REAL ESTATE BROKER CORPORATION,Realty Executives Boardwalk,Lyons,IL,60534,Cook,11/19/2009,10/31/2026,N
Tsc Real Estate Inc,True,478012976,LICENSED REAL ESTATE BROKER CORPORATION,Tsc Real Estate Inc,Richton Park,IL,60471,Cook,08/16/2007,10/31/2026,N
Great Homes Real Estate Inc,True,478012992,LICENSED REAL ESTATE BROKER CORPORATION,Great Homes Real Estate Inc,Elgin,IL,60120,Kane,08/28/2007,10/31/2026,N
Katco Inc,True,478025581,LICENSED REAL ESTATE BROKER CORPORATION,Re/Max 1St Service,Orland Park,IL,60462,Cook,12/16/2009,10/31/2026,N
Chicago Real Estate Services Corp,True,478013024,LICENSED REAL ESTATE BROKER CORPORATION,Chicago Real Estate Services Corp,Glen Ellyn,IL,60137,Dupage,09/14/2007,10/31/2026,N
Diplomat Realty Inc,True,478025586,LICENSED REAL ESTATE BROKER CORPORATION,Diplomat Realty Inc,Highland Park,IL,60035,Lake,12/28/2009,10/31/2026,N
Keg Realty Law Limited,True,478013029,LICENSED REAL ESTATE BROKER CORPORATION,Keg Realty Law Limited,Glendale Heights,IL,60139,Dupage,09/25/2007,10/31/2026,N
First Rate Properties Inc,True,478025588,LICENSED REAL ESTATE BROKER CORPORATION,First Rate Properties Inc,Berwyn,IL,60402,Cook,12/28/2009,10/31/2026,N
Your Place Realty Inc,True,478013038,LICENSED REAL ESTATE BROKER CORPORATION,Weichert Realtors - Your Place Realty,Oswego,IL,60543,Kendall,10/01/2007,10/31/2026,N
Illinois Star Ltd,True,478025608,LICENSED REAL ESTATE BROKER CORPORATION,"Illinois Star, Ltd. Realtors",Niles,IL,60714,Cook,01/29/2010,10/31/2026,N
Meier Real Estate Services Inc,True,478013066,LICENSED REAL ESTATE BROKER CORPORATION,Remax First Choice,Waterloo,IL,62298,Monroe,10/17/2007,10/31/2026,N
New Directions Realty Center Inc,True,478025630,LICENSED REAL ESTATE BROKER CORPORATION,New Directions Realty Center Inc,New Lenox,IL,60451,Will,03/02/2010,10/31/2026,N
Schulenburg Realty Inc,True,478013070,LICENSED REAL ESTATE BROKER CORPORATION,Schulenburg Realty Inc,Hampshire,IL,60140,Kane,10/23/2007,10/31/2026,N
Publix Realty Inc,True,478013076,LICENSED REAL ESTATE BROKER CORPORATION,Publix Realty Inc,Bloomingdale,IL,60108,Dupage,10/26/2007,10/31/2026,N
Real51 Inc,True,478025680,LICENSED REAL ESTATE BROKER CORPORATION,Real51 Inc,Waukegan,IL,60085,Lake,05/03/2010,10/31/2026,N
Beaksco Inc,True,478013112,LICENSED REAL ESTATE BROKER CORPORATION,Beaksco Inc,Arlington Hts,IL,60005,Cook,12/04/2007,10/31/2026,N
North Shore Prestige Realty Inc,True,478025699,LICENSED REAL ESTATE BROKER CORPORATION,North Shore Prestige Realty Inc,Northbrook,IL,60062,Cook,05/21/2010,10/31/2026,N
