name,is_business,license_number,type,company,city,state,zip,county,licensed_since,expires,disciplined
Equitable Investment Group Inc,True,478025508,LICENSED REAL ESTATE BROKER CORPORATION,Equitable Investment Group Inc,Frankfort,IL,60423,Will,09/30/2009,10/31/2026,N
Us Business Brokers Inc,True,478025559,LICENSED REAL ESTATE BROKER CORPORATION,Us Business Brokers Inc,Lombard,IL,60148,Dupage,12/01/2009,10/31/2026,N
Mhk Property Investment Corp,True,478025568,LICENSED REAL ESTATE BROKER CORPORATION,Sunrise Strategic Realty Corp,Roselle,IL,60172,Cook,12/09/2009,10/31/2026,N
Realty Connect Inc,True,478025605,LICENSED REAL ESTATE BROKER CORPORATION,Realty Connect Inc,Des Plaines,IL,60018,Cook,01/28/2010,10/31/2026,N
Home Sales Realty Inc,True,478025606,LICENSED REAL ESTATE BROKER CORPORATION,Home Sales Realty Inc,Palos Park,IL,60464,Cook,01/28/2010,10/31/2026,N
Cagan Management Group Inc,True,478025616,LICENSED REAL ESTATE BROKER CORPORATION,Cagan Management Group Inc,Skokie,IL,60076,Cook,02/08/2010,10/31/2026,Y
House Select Realty Inc,True,478025624,LICENSED REAL ESTATE BROKER CORPORATION,House Select Realty Inc,Carol Stream,IL,60188,Dupage,02/16/2010,10/31/2026,N
House Quest Inc,True,478025648,LICENSED REAL ESTATE BROKER CORPORATION,House Quest Inc,Chicago,IL,60618,Cook,03/22/2010,10/31/2026,Y
Vision Real Estate Ii Inc,True,478025651,LICENSED REAL ESTATE BROKER CORPORATION,Vision Real Estate Ii Inc,Chicago,IL,60643,Cook,03/30/2010,10/31/2026,N
Realtypro The Real Estate Professionals Inc,True,478025682,LICENSED REAL ESTATE BROKER CORPORATION,Realtypro The Real Estate Professionals Inc,Woodstock,IL,60098,,05/06/2010,10/31/2026,N
Land Capital Realty Company,True,478025689,LICENSED REAL ESTATE BROKER CORPORATION,Land Capital Realty Company,River Forest,IL,60305,Cook,05/12/2010,10/31/2026,N
Kdc Properties Inc,True,478025701,LICENSED REAL ESTATE BROKER CORPORATION,Kdc Properties Inc,Glenview,IL,60025,,05/25/2010,10/31/2026,N
Quantum Real Estate Advisors Inc,True,478025749,LICENSED REAL ESTATE BROKER CORPORATION,Quantum Real Estate Advisors Inc,Chicago,IL,60606,Cook,09/10/2010,10/31/2026,N
S & W Realty Inc,True,478025759,LICENSED REAL ESTATE BROKER CORPORATION,S & W Realty Inc,Chicago,IL,60617,Cook,09/23/2010,10/31/2026,N
Dwell Chicago Inc,True,478025761,LICENSED REAL ESTATE BROKER CORPORATION,Dwell Chicago Inc,Chicago,IL,60640,,09/24/2010,10/31/2026,N
Commercial Group Re Inc,True,478025766,LICENSED REAL ESTATE BROKER CORPORATION,Commercial Group Re Inc,Naperville,IL,60540,Dupage,09/30/2010,10/31/2026,N
Centered International Realty Corp,True,478025779,LICENSED REAL ESTATE BROKER CORPORATION,Centered International Realty Corp,Chicago,IL,60655,Cook,10/27/2010,10/31/2026,N
Jbsc Inc,True,478025785,LICENSED REAL ESTATE BROKER CORPORATION,Caton Commercial Real Estate Group,Naperville,IL,60540,Dupage,11/15/2010,10/31/2026,N
New Century Management And Re Co,True,478025787,LICENSED REAL ESTATE BROKER CORPORATION,New Century Management And Re Co,Chicago,IL,60634,Cook,11/16/2010,10/31/2026,N
Robert Anthony Real Estate Services,True,478025879,LICENSED REAL ESTATE BROKER CORPORATION,Robert Anthony Real Estate Services,West Chicago,IL,60185,Dupage,04/11/2011,10/31/2026,N
Jones Real Estate Corporation,True,478025886,LICENSED REAL ESTATE BROKER CORPORATION,Jones Real Estate Corporation,Peotone,IL,60468,Will,04/14/2011,10/31/2026,N
Buckingham Property Management Inc,True,478025897,LICENSED REAL ESTATE BROKER CORPORATION,Buckingham Property Management Inc,Chicago,IL,60657,Cook,04/20/2011,10/31/2026,N
Gee Exclusive Realty Group,True,478025909,LICENSED REAL ESTATE BROKER CORPORATION,Gee Exclusive Realty Group,Calumet Park,IL,60827,Cook,04/29/2011,10/31/2026,N
Metropolitan Real Estate Group Inc,True,478025957,LICENSED REAL ESTATE BROKER CORPORATION,Metropolitan Real Estate Group Inc,Chicago,IL,60657,Cook,07/20/2011,10/31/2026,N
Singular Properties Inc,True,478025975,LICENSED REAL ESTATE BROKER CORPORATION,Singular Properties Inc,Geneva,IL,60134,,08/23/2011,10/31/2026,N
Suburban Life Realty Ltd,True,478025981,LICENSED REAL ESTATE BROKER CORPORATION,Suburban Life Realty Ltd,South Elgin,IL,60177,Kane,09/01/2011,10/31/2026,N
Five Star Realty And Management Company Inc,True,478025987,LICENSED REAL ESTATE BROKER CORPORATION,Five Star Realty And Management Company Inc,Algonquin,IL,60102,Mchenry,09/09/2011,10/31/2026,N
Green Street Capital Ltd,True,478026006,LICENSED REAL ESTATE BROKER CORPORATION,Gsc Property Management Ltd,Downers Grove,IL,60515,Dupage,10/07/2011,10/31/2026,N
Schnitzler Inc,True,478026041,LICENSED REAL ESTATE BROKER CORPORATION,Schnitzler Commercial Real Estate,Lake Forest,IL,60045,Lake,11/22/2011,10/31/2026,N
Bird Realty,True,478026086,LICENSED REAL ESTATE BROKER CORPORATION,Bird Realty,Harvard,IL,60033,Mchenry,02/10/2012,10/31/2026,N
Home Sellers Realty Inc,True,478026102,LICENSED REAL ESTATE BROKER CORPORATION,Home Sellers Realty Inc,Palos Heights,IL,60463,Cook,03/03/2012,10/31/2026,N
Chicago Realty Professionals Inc,True,478026107,LICENSED REAL ESTATE BROKER CORPORATION,Chicago Realty Professionals Inc,Chicago,IL,60630,Cook,03/12/2012,10/31/2026,N
Law Realty Ltd,True,478026131,LICENSED REAL ESTATE BROKER CORPORATION,Ari Auctions,Chicago,IL,60608,Cook,04/21/2012,10/31/2026,N
"Ehomes Realty, Ltd.",True,478026136,LICENSED REAL ESTATE BROKER CORPORATION,"Ehomes Realty, Ltd.",Chicago,IL,60634,Cook,05/10/2012,10/31/2026,N
Veza Inc,True,478026143,LICENSED REAL ESTATE BROKER CORPORATION,Veza Consulting,Bloomingdale,IL,60108,Dupage,05/31/2012,10/31/2026,N
Diamond Homes Advantage Inc,True,478026173,LICENSED REAL ESTATE BROKER CORPORATION,Diamond Homes Realty,Palatine,IL,60074,Cook,07/17/2012,10/31/2026,N
Wheatland Realty Inc,True,478026174,LICENSED REAL ESTATE BROKER CORPORATION,Wheatland Commercial,Naperville,IL,60563,Dupage,07/26/2012,10/31/2026,N
Right Choice Realty Inc,True,478026186,LICENSED REAL ESTATE BROKER CORPORATION,Right Choice Realty Inc,Homewood,IL,60430,Cook,08/08/2012,10/31/2026,N
J M P Real Estate Services Inc,True,478026202,LICENSED REAL ESTATE BROKER CORPORATION,Real Property Management Dupage Preferred,Lombard,IL,60148,Dupage,09/07/2012,10/31/2026,N
Jmar Realty Group,True,478026231,LICENSED REAL ESTATE BROKER CORPORATION,Jmar Realty Group,Orland Park,IL,60462,Cook,10/25/2012,10/31/2026,N
Cfs Realty Group Inc,True,478026239,LICENSED REAL ESTATE BROKER CORPORATION,Cfs Realty Group Inc,Chicago,IL,60628,Cook,11/13/2012,10/31/2026,N
Amg Enterprises Inc,True,478026246,LICENSED REAL ESTATE BROKER CORPORATION,Luxury Living Chicago Realty,Chicago,IL,60654,Cook,11/30/2012,10/31/2026,N
Gribble Real Estate Services Inc,True,478026248,LICENSED REAL ESTATE BROKER CORPORATION,Gribble Real Estate Services Inc,Loves Park,IL,61111,Winnebago,12/04/2012,10/31/2026,N
Urban Commercial Property Group Inc,True,478026249,LICENSED REAL ESTATE BROKER CORPORATION,Urban Commercial Property Group Inc,Palatine,IL,60067,Cook,12/05/2012,10/31/2026,N
Rltr Mba Inc,True,478026262,LICENSED REAL ESTATE BROKER CORPORATION,Rltr Mba Inc,Elmwood Park,IL,60707,Cook,01/04/2013,10/31/2026,N
Relentless Inc,True,478026277,LICENSED REAL ESTATE BROKER CORPORATION,Relentless Inc,Palos Heights,IL,60463,Cook,02/20/2013,10/31/2026,N
Masinelli Management And Construction Inc,True,478026295,LICENSED REAL ESTATE BROKER CORPORATION,Masinelli  Real Estate,Staunton,IL,62088,Macoupin,03/26/2013,10/31/2026,N
Cornerstone Auction & Realty Inc,True,478026299,LICENSED REAL ESTATE BROKER CORPORATION,Cornerstone Auction & Realty Inc,Quincy,IL,62301,Adams,04/17/2013,10/31/2026,N
R & J Commercial Real Estate Inc,True,478026329,LICENSED REAL ESTATE BROKER CORPORATION,R & J Commercial Real Estate Inc,Burr Ridge,IL,60527,Dupage,05/29/2013,10/31/2026,N
Right Source Solutions Ltd,True,478026331,LICENSED REAL ESTATE BROKER CORPORATION,Right Source Solutions Ltd,Palos Hills,IL,60465,,06/03/2013,10/31/2026,N
Pomax Realty Inc,True,478026351,LICENSED REAL ESTATE BROKER CORPORATION,Pomax Realty Inc,Northbrook,IL,60062,Cook,07/24/2013,10/31/2026,N
Ljs Realty,True,478026355,LICENSED REAL ESTATE BROKER CORPORATION,Ljs Realty,Chicago,IL,60634,Cook,08/06/2013,10/31/2026,N
White Stairs Inc,True,478026365,LICENSED REAL ESTATE BROKER CORPORATION,White Stairs Inc,Libertyville,IL,60048,Lake,09/03/2013,10/31/2026,N
The Facility Manager Inc,True,478026370,LICENSED REAL ESTATE BROKER CORPORATION,Facility Managers Inc.,Champaign,IL,61822,Champaign,09/09/2013,10/31/2026,N
Cr Realty Group Inc,True,478026371,LICENSED REAL ESTATE BROKER CORPORATION,Commercial Residential Realty Group Inc,North Riverside,IL,60546,Cook,09/10/2013,10/31/2026,N
Planned Realty Group Inc,True,478026394,LICENSED REAL ESTATE BROKER CORPORATION,Planned Realty Group Inc,Chicago,IL,60642,Cook,10/10/2013,10/31/2026,N
All Circles Inc,True,478026398,LICENSED REAL ESTATE BROKER CORPORATION,All Circles Inc,Homewood,IL,60430,Cook,10/24/2013,10/31/2026,N
Swick Realty,True,478026403,LICENSED REAL ESTATE BROKER CORPORATION,Swick Realty,Quincy,IL,62301,Adams,11/07/2013,10/31/2026,N
Hallow Homes Corporation,True,478026413,LICENSED REAL ESTATE BROKER CORPORATION,Hallow Homes Corporation,Orland Park,IL,60462,Cook,12/09/2013,10/31/2026,N
Heart Realty Group Inc,True,478026417,LICENSED REAL ESTATE BROKER CORPORATION,Heart Realty Group Inc,Oswego,IL,60543,Kendall,12/18/2013,10/31/2026,N
Reilly Realty Group Inc,True,478026445,LICENSED REAL ESTATE BROKER CORPORATION,Reilly Realty Group Inc,Wheaton,IL,60187,Dupage,02/14/2014,10/31/2026,N
Expertre Inc,True,478026459,LICENSED REAL ESTATE BROKER CORPORATION,Expertre Inc,Batavia,IL,60510,Kane,03/27/2014,10/31/2026,N
"Inland National Development Company, Llc",True,478026478,LICENSED REAL ESTATE BROKER CORPORATION,"Inland National Development Company, Llc",Oak Brook,IL,60523,Dupage,05/12/2014,10/31/2026,N
C T K Realty Inc,True,478026484,LICENSED REAL ESTATE BROKER CORPORATION,C T K Realty Inc,South Holland,IL,60473,Cook,05/21/2014,10/31/2026,N
Re-Chrg Inc..,True,478026554,LICENSED REAL ESTATE BROKER CORPORATION,Re-Chrg Inc..,Chicago,IL,60616,Cook,11/25/2014,10/31/2026,N
Realty Markets Limited,True,478026597,LICENSED REAL ESTATE BROKER CORPORATION,Realty Markets Limited,Chicago,IL,60646,Cook,03/19/2015,10/31/2026,Y
Gatsco Inc,True,478026614,LICENSED REAL ESTATE BROKER CORPORATION,Rci Preferred Realty,Chicago,IL,60631,,04/12/2015,10/31/2026,N
Arc Reo Inc. Arc Realty Group,True,478026662,LICENSED REAL ESTATE BROKER CORPORATION,Arc Reo Inc. Arc Realty Group,Chicago,IL,60656,,07/21/2015,10/31/2026,N
Zimco Realty Inc,True,478026724,LICENSED REAL ESTATE BROKER CORPORATION,Apex Property Management,Effingham,IL,62401,Effingham,12/01/2015,10/31/2026,N
Owens & Wheaten Realty Co,True,478026746,LICENSED REAL ESTATE BROKER CORPORATION,Owens & Wheaten Realty Co,Chicago,IL,60628,Cook,12/24/2015,10/31/2026,N
Real Edge Realty Ltd,True,478026760,LICENSED REAL ESTATE BROKER CORPORATION,Real Edge Realty Ltd,Wood Dale,IL,60191,Dupage,01/28/2016,10/31/2026,N
Bass Management Inc,True,478026774,LICENSED REAL ESTATE BROKER CORPORATION,Bass Realty Group,Chicago,IL,60625,Cook,03/16/2016,10/31/2026,N
Midwest Country Realtors Inc,True,478026779,LICENSED REAL ESTATE BROKER CORPORATION,Midwest Country Realtors Inc,Caledonia,IL,61011,Boone,03/22/2016,10/31/2026,N
Js 4U Realty Inc,True,478026785,LICENSED REAL ESTATE BROKER CORPORATION,Js 4U Realty Inc,Glenview,IL,60026,Cook,03/30/2016,10/31/2026,N
Kjm Realty Co,True,478026818,LICENSED REAL ESTATE BROKER CORPORATION,Kjm Realty Co,Chicago,IL,60654,Cook,05/24/2016,10/31/2026,N
Green Homes Realty,True,478026828,LICENSED REAL ESTATE BROKER CORPORATION,Green Homes Realty,Burbank,IL,60459,Cook,06/14/2016,10/31/2026,N
Pivot Properties Inc,True,478026835,LICENSED REAL ESTATE BROKER CORPORATION,Pivot Properties Inc,Des Plaines,IL,60016,Cook,07/05/2016,10/31/2026,N
Owners' Real Estate Services,True,478026842,LICENSED REAL ESTATE BROKER CORPORATION,Owners' Real Estate Services,Chicago,IL,60653,Cook,07/19/2016,10/31/2026,Y
American Realty Properties,True,478026854,LICENSED REAL ESTATE BROKER CORPORATION,"Weichert, Realtors-American Realty",Wauconda,IL,60084,Lake,09/07/2016,10/31/2026,Y
Bluemark Property Management Inc,True,478026922,LICENSED REAL ESTATE BROKER CORPORATION,Bluemark Property Management Inc,Edwardsville,IL,62025,Madison,03/08/2017,10/31/2026,N
Kaylis Realty Inc,True,478026924,LICENSED REAL ESTATE BROKER CORPORATION,Kaylis Realty Inc,Chicago,IL,60619,Cook,03/09/2017,10/31/2026,N
"A Taylor & Co., Inc.",True,478026952,LICENSED REAL ESTATE BROKER CORPORATION,Nexthome First Class,Freeport,IL,61032,Stephenson,04/26/2017,10/31/2026,N
Ralynne Realty Services,True,478026979,LICENSED REAL ESTATE BROKER CORPORATION,Ralynne Realty Services,Chicago,IL,60628,Cook,06/14/2017,10/31/2026,N
Chicago Realty Investors Group Inc,True,478026998,LICENSED REAL ESTATE BROKER CORPORATION,Chicago Realty Investors Group Inc,Chicago,IL,60610,Cook,07/11/2017,10/31/2026,N
Lotus Real Estate Group Inc,True,478027017,LICENSED REAL ESTATE BROKER CORPORATION,Lotus Real Estate Group Inc,Chicago,IL,60612,Cook,08/16/2017,10/31/2026,N
Dwellworks Property Advising Services Inc,True,478027027,LICENSED REAL ESTATE BROKER CORPORATION,Station Cities,Chicago,IL,60618,Cook,09/21/2017,10/31/2026,N
Kbm Realty Inc,True,478027032,LICENSED REAL ESTATE BROKER CORPORATION,Kbm Realty Inc,Chicago,IL,60619,Cook,10/02/2017,10/31/2026,N
Niibo Realty Group Inc,True,478027043,LICENSED REAL ESTATE BROKER CORPORATION,Niibo Realty Group Inc,Chicago,IL,60644,Cook,10/25/2017,10/31/2026,N
@Home Realtors Ltd,True,478027046,LICENSED REAL ESTATE BROKER CORPORATION,@Home Realtors Ltd,Chicago,IL,60659,Cook,11/06/2017,10/31/2026,N
M Street Group Inc,True,478027062,LICENSED REAL ESTATE BROKER CORPORATION,M Street Group Inc,Chicago,IL,60647,Cook,12/14/2017,10/31/2026,N
Iconic Real Estate Of Illinois Inc,True,478027089,LICENSED REAL ESTATE BROKER CORPORATION,Iconic Real Estate Of Illinois Inc,Aurora,IL,60506,Kane,02/26/2018,10/31/2026,N
Kale Home Advisors Inc.,True,478027107,LICENSED REAL ESTATE BROKER CORPORATION,Kale Real Estate,Chicago,IL,60614,Cook,12/20/2017,10/31/2026,Y
Square 9 Properties Ltd,True,478027136,LICENSED REAL ESTATE BROKER CORPORATION,Square 9 Properties Ltd,Chicago,IL,60622,Cook,06/19/2018,10/31/2026,N
W W Re Inc,True,478002164,LICENSED REAL ESTATE BROKER CORPORATION,W W Re Inc,Roselle,IL,60172,Dupage,03/18/1976,10/31/2026,N
"Emirei, Inc",True,478027170,LICENSED REAL ESTATE BROKER CORPORATION,Emirei Real Estate Agency,Northbrook,IL,60062,Cook,09/10/2018,10/31/2026,N
Nicole Grieco Inc,True,478027173,LICENSED REAL ESTATE BROKER CORPORATION,Nicole Grieco Inc,Washington,IL,61571,Tazewell,09/20/2018,10/31/2026,N
Transitive Properties Inc,True,478027176,LICENSED REAL ESTATE BROKER CORPORATION,Transitive Properties Inc,Highland Park,IL,60035,Lake,09/21/2018,10/31/2026,N
Maki & Associates Inc,True,478002248,LICENSED REAL ESTATE BROKER CORPORATION,Century 21 Affiliated Maki,Waukegan,IL,60087,Lake,03/31/1996,10/31/2026,N
Mitowne Real Estate Inc,True,478027181,LICENSED REAL ESTATE BROKER CORPORATION,Mitowne Real Estate Inc,Chicago,IL,60640,Cook,10/09/2018,10/31/2026,N
Ci Management & Investments Inc,True,478027195,LICENSED REAL ESTATE BROKER CORPORATION,Pmi Metro And Suburban,Des Plaines,IL,60016,Cook,11/20/2018,10/31/2026,N
Coyte Realty Ltd,True,478027225,LICENSED REAL ESTATE BROKER CORPORATION,Coyte Advantage Realty,Elmhurst,IL,60126,Dupage,01/30/2019,10/31/2026,N
Realtogy Co,True,478027255,LICENSED REAL ESTATE BROKER CORPORATION,Realtogy Co,Des Plaines,IL,60018,Cook,05/21/2019,10/31/2026,N
"The Helen Oliveri Team, Inc.",True,478027296,LICENSED REAL ESTATE BROKER CORPORATION,Helen Oliveri Real Estate,Hawthorn Woods,IL,60047,Lake,09/11/2019,10/31/2026,N
Learsi Realty Inc,True,478002304,LICENSED REAL ESTATE BROKER CORPORATION,Dynamic Rlty Inc,Northbrook,IL,60062,Cook,10/05/1976,10/31/2026,N
Roger H Evans Rltr Inc,True,478002319,LICENSED REAL ESTATE BROKER CORPORATION,Evans Realtors,Libertyville,IL,60048,,11/29/1976,10/31/2026,Y
4 Fours Enterprises Inc,True,478027318,LICENSED REAL ESTATE BROKER CORPORATION,The Apartment Source Tas,Chicago,IL,60647,Cook,12/18/2019,10/31/2026,N
Red Door Realty Group Inc,True,478027320,LICENSED REAL ESTATE BROKER CORPORATION,Red Door Realty Group Inc,O Fallon,IL,62269,Saint Clair,12/27/2019,10/31/2026,N
Tmg Management Inc,True,478027330,LICENSED REAL ESTATE BROKER CORPORATION,Tmg Management Inc,Chicago,IL,60614,Cook,01/23/2020,10/31/2026,N
"Rhino Realty Group, Inc.",True,478027337,LICENSED REAL ESTATE BROKER CORPORATION,"Rhino Realty Group, Inc.",Lockport,IL,60441,Will,03/16/2020,10/31/2026,N
"Home Choice Realty, Inc.",True,478027369,LICENSED REAL ESTATE BROKER CORPORATION,"Home Choice Realty, Inc.",Libertyville,IL,60048,Lake,08/17/2020,10/31/2026,N
Glacier Realty Inc,True,478027374,LICENSED REAL ESTATE BROKER CORPORATION,Glacier Realty Inc,Ringwood,IL,60072,Mchenry,09/01/2020,10/31/2026,N
Daniel R Pontarelli Ltd,True,478027381,LICENSED REAL ESTATE BROKER CORPORATION,Daniel R Pontarelli Ltd,Arlington Heights,IL,60005,Cook,10/02/2020,10/31/2026,N
"Inland Property Management & Leasing Group, Inc.",True,478027407,LICENSED REAL ESTATE BROKER CORPORATION,"Inland Property Management & Leasing Group, Inc.",Oak Brook,IL,60523,Dupage,01/29/2021,10/31/2026,N
Obrien Family Rlty Inc,True,478002425,LICENSED REAL ESTATE BROKER CORPORATION,Obrien Family Rlty Inc,Chicago,IL,60638,Cook,05/27/1977,10/31/2026,N
"The Wallace Real Estate Group,Inc",True,478027430,LICENSED REAL ESTATE BROKER CORPORATION,"The Wallace Real Estate Group,Inc",Tinley Park,IL,60477,Cook,03/25/2021,10/31/2026,N
Inner Circle Realty Group Inc.,True,478027435,LICENSED REAL ESTATE BROKER CORPORATION,Inner Circle Realty Group Inc.,Chicago,IL,60601,Cook,04/13/2021,10/31/2026,N
Nme Capital Corp.,True,478027458,LICENSED REAL ESTATE BROKER CORPORATION,Accretive Portco Solutions,Chicago,IL,60654,Cook,07/17/2021,10/31/2026,N
"Degras Hill Properties, Inc.",True,478027485,LICENSED REAL ESTATE BROKER CORPORATION,"Degras Hill Properties, Inc.",Chicago,IL,60611,Cook,11/15/2021,10/31/2026,N
Signet Realty Inc.,True,478027486,LICENSED REAL ESTATE BROKER CORPORATION,Signet Realty Inc.,Chicago,IL,60654,Cook,11/19/2021,10/31/2026,N
City Pro Realty Inc,True,478027491,LICENSED REAL ESTATE BROKER CORPORATION,City Pro Realty Inc,Plainfield,IL,60586,Will,12/15/2021,10/31/2026,N
Windsor Property Management Company,True,478027507,LICENSED REAL ESTATE BROKER CORPORATION,Windsor Property Management Company,Chicago,IL,60654,Cook,03/04/2022,10/31/2026,N
Mk Global Realty Co,True,478027515,LICENSED REAL ESTATE BROKER CORPORATION,Mk Global Realty Co,Lincolnwood,IL,60712,Cook,04/22/2022,10/31/2026,N
My Casa Realty Corp.,True,478027544,LICENSED REAL ESTATE BROKER CORPORATION,My Casa Realty Corp.,Prospect Hts,IL,60070,Cook,09/14/2022,10/31/2026,N
"Kjones Realty, Inc",True,478027558,LICENSED REAL ESTATE BROKER CORPORATION,"Kjones Realty, Inc",Mokena,IL,60448,Will,12/23/2022,10/31/2026,N
Laura Maychruk Real Estate Co,True,478027559,LICENSED REAL ESTATE BROKER CORPORATION,Laura Maychruk Real Estate Co,Oak Park,IL,60304,,01/03/2023,10/31/2026,N
Innovated Realty Solutions Ltd,True,478027562,LICENSED REAL ESTATE BROKER CORPORATION,Innovated Realty Solutions Ltd,Oak Brook,IL,60523,Dupage,01/10/2023,10/31/2026,N
River North Realty Inc,True,478027583,LICENSED REAL ESTATE BROKER CORPORATION,River North Realty Inc,Northbrook,IL,60062,Cook,03/20/2023,10/31/2026,N
Fine Homes R Inc,True,478027587,LICENSED REAL ESTATE BROKER CORPORATION,Fine Homes R Inc,Chicago,IL,60645,Cook,04/04/2023,10/31/2026,N
Avalos Realty Inc,True,478027608,LICENSED REAL ESTATE BROKER CORPORATION,Avalos Realty Inc,Chicago,IL,60632,Cook,06/26/2023,10/31/2026,N
Ikegawa Realty,True,478027621,LICENSED REAL ESTATE BROKER CORPORATION,Ikegawa Realty,Elk Grove Village,IL,60007,Cook,09/05/2023,10/31/2026,N
Morel Real Estate Solutions Inc,True,478027643,LICENSED REAL ESTATE BROKER CORPORATION,Pak Home Realty,Oak Brook,IL,60523,Dupage,01/16/2024,10/31/2026,N
Action Time Inc,True,478027649,LICENSED REAL ESTATE BROKER CORPORATION,Action Time Inc,Chicago,IL,60631,Cook,02/02/2024,10/31/2026,N
"Roam Real Estate, Inc.",True,478027653,LICENSED REAL ESTATE BROKER CORPORATION,"Roam Real Estate, Inc.",Chicago,IL,60610,Cook,02/15/2024,10/31/2026,N
Instavalue Realty Inc,True,478027662,LICENSED REAL ESTATE BROKER CORPORATION,Instavalue Realty Inc,Burr Ridge,IL,60527,Dupage,03/21/2024,10/31/2026,N
"Stefmar, Inc.",True,478027678,LICENSED REAL ESTATE BROKER CORPORATION,Stefco Commercial Real Estatee,Glenview,IL,60025,Cook,07/03/2024,10/31/2026,N
Pro 1 Realty R & C Corp.,True,478027689,LICENSED REAL ESTATE BROKER CORPORATION,Pro 1 Realty R & C Corp.,Downers Grove,IL,60516,Dupage,09/03/2024,10/31/2026,N
Freedom Realty Il Inc,True,478027695,LICENSED REAL ESTATE BROKER CORPORATION,Freedom Realty Il Inc,Morton,IL,61550,Tazewell,10/03/2024,10/31/2026,N
Stag & Wheel Inc,True,478027722,LICENSED REAL ESTATE BROKER CORPORATION,Aligned Interests Capital And Facility Solutions,Chicago,IL,60614,Cook,04/18/2025,10/31/2026,N
Universal Professional Management Services Inc,True,478027728,LICENSED REAL ESTATE BROKER CORPORATION,Universal Professional Management Services Inc,Chicago,IL,60602,Cook,06/13/2025,10/31/2026,N
Mda Homes Inc,True,478027741,LICENSED REAL ESTATE BROKER CORPORATION,Mda Homes Inc,Plainfield,IL,60585,Will,09/24/2025,10/31/2026,N
"Comandis, Inc.",True,478027746,LICENSED REAL ESTATE BROKER CORPORATION,Comandis Residential,Chicago,IL,60634,Cook,11/25/2025,10/31/2026,N
Brennan Naperville Inc,True,478002921,LICENSED REAL ESTATE BROKER CORPORATION,Re/Max Of Naperville,Naperville,IL,60563,Dupage,03/31/1996,10/31/2026,N
S Hansen Rlty Inc,True,478003223,LICENSED REAL ESTATE BROKER CORPORATION,Hansen Realty,Chicago,IL,60618,Cook,11/30/1979,10/31/2026,Y
Century 21 T K Realty Inc,True,478003487,LICENSED REAL ESTATE BROKER CORPORATION,Tom Kost,Addison,IL,60101,Dupage,09/18/1980,10/31/2026,N
Parker Holsman Co,True,478003638,LICENSED REAL ESTATE BROKER CORPORATION,Parker Holsman Co,Chicago,IL,60615,Cook,04/23/1981,10/31/2026,N
Tri Land Properties Inc,True,478003874,LICENSED REAL ESTATE BROKER CORPORATION,Tri Land Properties Inc,Westmont,IL,60559,,04/29/1982,10/31/2026,N
Mclennan Commercial Properties Inc,True,478004001,LICENSED REAL ESTATE BROKER CORPORATION,Mclennan Commercial Industrial Brokerage Co,Park Ridge,IL,60068,Cook,10/21/1982,10/31/2026,N
R E Ambassador Inc,True,478004117,LICENSED REAL ESTATE BROKER CORPORATION,R E Ambassador Inc,Orland Park,IL,60462,Cook,04/20/1983,10/31/2026,N
Four Seasons Rlty Inc,True,478004124,LICENSED REAL ESTATE BROKER CORPORATION,"Four Seasons Realty, Inc.",Palatine,IL,60067,Cook,05/05/1983,10/31/2026,N
Dome Rlty Inc,True,478004127,LICENSED REAL ESTATE BROKER CORPORATION,Dome Rlty Inc,Wilmette,IL,60091,Cook,05/09/1983,10/31/2026,N
Green Acres Realty Corp,True,478004219,LICENSED REAL ESTATE BROKER CORPORATION,Green Acres Realty Corp,Lagrange,IL,60525,Cook,10/03/1983,10/31/2026,N
Tucker Swanson Realtors Inc,True,478004288,LICENSED REAL ESTATE BROKER CORPORATION,Century 21 Tucker Swanson Inc,Galesburg,IL,61401,Knox,01/18/1984,10/31/2026,N
Apartment Mart,True,478004461,LICENSED REAL ESTATE BROKER CORPORATION,Apartment Mart,Bloomington,IL,61701,Mclean,08/24/1984,10/31/2026,N
Arrow Enterprises Inc,True,478004481,LICENSED REAL ESTATE BROKER CORPORATION,Arrow Real Estatae,Oak Forest,IL,60452,Cook,09/04/1981,10/31/2026,Y
Redbird Apartment Mgmnt Inc,True,478004522,LICENSED REAL ESTATE BROKER CORPORATION,Redbird Apartment Mgmnt Inc,Normal,IL,61761,Mclean,10/30/1984,10/31/2026,N
Romanelli And Assocs Inc,True,478004898,LICENSED REAL ESTATE BROKER CORPORATION,Romanelli And Assocs Inc,Oak Brook,IL,60523,,02/15/1985,10/31/2026,N
Nimrod Rlty Group Inc,True,478004941,LICENSED REAL ESTATE BROKER CORPORATION,Nimrod Rlty Group Inc,Glenview,IL,60025,,04/09/1985,10/31/2026,N
Usa Real Estate Ltd,True,478005098,LICENSED REAL ESTATE BROKER CORPORATION,"Era - Usa Real Estate, Ltd.",Arlington Heights,IL,60004,Cook,01/14/1986,10/31/2026,N
Noble Vollmer Rlty,True,479000683,LICENSED REAL ESTATE BROKER PARTNERSHIP,Noble Vollmer Rlty,Belleville,IL,62223,Saint Clair,01/20/1981,10/31/2026,N
Rossi Real Estate Corp,True,478005482,LICENSED REAL ESTATE BROKER CORPORATION,Rossi Real Estate Corp,Downers Grove,IL,60515,Dupage,02/06/1987,10/31/2026,N
